FID,fid,the_geom,id,site_name,continent,country,latitude,longitude,year_opera,year_shut_,main_mar_t,specific_m,link_to_do,influent_s,final_use,main_objec,reference_
Global_MAR_Inventory.46,46,POINT (-84.6934611111111 9.99870277777777),57,Campo de pozos de Barranca,South America,Costa Rica,9.99870278,-84.69346111,-9999,-9999,Induced Bank Filtration,Induced Bank Filtration,"<a href=""https://inowas.com/mar-methods/induced-bank-filtration/"" target=""_blank"">River/lake bank filtration</a><br><a href=""https://inowas.com/mar-methods/dune-filtration/"" target=""_blank"">Dune filtration</a>",River water,Domestic,Management of Water Distribution Systems,"Arias Salguero, M., M. Losilla Penón, and S. Arredondo Li. 2006. State of the art of groundwater in Costa Rica (in Spanish: Estado del conocimiento del agua subterránea en Costa Rica). Boletín Geológico y Minero 117 (1): 63–73."
Global_MAR_Inventory.47,47,POINT (-83.0638277777777 9.13566388888888),58,Campo de pozos de La Bomba de Limón,South America,Costa Rica,9.13566389,-83.06382778,-9999,-9999,Induced Bank Filtration,Induced Bank Filtration,"<a href=""https://inowas.com/mar-methods/induced-bank-filtration/"" target=""_blank"">River/lake bank filtration</a><br><a href=""https://inowas.com/mar-methods/dune-filtration/"" target=""_blank"">Dune filtration</a>",River water,Domestic,Management of Water Distribution Systems,"Arias Salguero, M., M. Losilla Penón, and S. Arredondo Li. 2006. State of the art of groundwater in Costa Rica (in Spanish: Estado del conocimiento del agua subterránea en Costa Rica). Boletín Geológico y Minero 117 (1): 63–73."
Global_MAR_Inventory.48,48,POINT (116.984759 40.426251),65,Balisha River,Asia,China,40.426251,116.984759,1988,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",River water,Agricultural,Physical Aquifer Management,"<a href=""http://www.dina-mar.es/pdf/ismar7-proceedingsbook.pdf"" target=""_blank"">Wang, W., P. Dillon, P. Liu, F. Meng, J. Vanderzalm, B. Liu, S. Qu, and X. Sun. 2012. Effectiveness of Underground Dams in Shandong Peninsula, China. In Achieving Ground Wate"
Global_MAR_Inventory.49,49,POINT (116.984759 40.426251),66,Chaobai River,Asia,China,40.426251,116.984759,1984,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,Domestic,Physical Aquifer Management,"Zaisheng, H. 2002. Artificial Recharge of Groundwater in North China Plain. In Management of Aquifer Recharge for Sustainability: Proceedings of the 4th International Symposium on Artificial Recharge of Groundwater, ISAR-4, Adelaide, South Australia, 22-"
Global_MAR_Inventory.50,50,POINT (120.111597 36.203538),67,Dagu River,Asia,China,36.203538,120.111597,1998,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",River water,Agricultural,Physical Aquifer Management,"<a href=""http://www.dina-mar.es/pdf/ismar7-proceedingsbook.pdf"" target=""_blank"">Wang, W., P. Dillon, P. Liu, F. Meng, J. Vanderzalm, B. Liu, S. Qu, and X. Sun. 2012. Effectiveness of Underground Dams in Shandong Peninsula, China. In Achieving Ground Wate"
Global_MAR_Inventory.51,51,POINT (121.283957 37.517839),68,Dagujia River,Asia,China,37.517839,121.283957,1998,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",River water,Agricultural,Physical Aquifer Management,"<a href=""http://www.dina-mar.es/pdf/ismar7-proceedingsbook.pdf"" target=""_blank"">Wang, W., P. Dillon, P. Liu, F. Meng, J. Vanderzalm, B. Liu, S. Qu, and X. Sun. 2012. Effectiveness of Underground Dams in Shandong Peninsula, China. In Achieving Ground Wate"
Global_MAR_Inventory.52,52,POINT (116.526057 39.895632),69,Gaobeidian WWTP,Asia,China,39.895632,116.526057,1995,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",Reclaimed wastewater,Ecological,Water Quality Management,"Pi, Y.-Z., and J.-L. Wang. 2006. A Field Study of Advanced Municipal Wastewater Treatment Technology for Artificial Groundwater Recharge. Journal of Environmental Sciences 18 (6): 1056–1060."
Global_MAR_Inventory.53,53,POINT (120.522914 37.740275),70,Huangshuihe Underground dam,Asia,China,37.740275,120.522914,1992,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",River water,Agricultural,Physical Aquifer Management,"<a href=""http://unesdoc.unesco.org/images/0014/001492/149210e.pdf"" target=""_blank"">Sun, R., X. Liang, X. Wang, and Q. Liu. 2006. Experience of Capturing Flood Water for Artificial Recharge of Groundwater in North China. In Recharge Systems for Protecting"
Global_MAR_Inventory.54,54,POINT (117.325604 34.780507),71,Jinhe well field,Asia,China,34.780507,117.325604,1993,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,Industrial,Physical Aquifer Management,"Zhonghui W., Longcang S., Xianglong L., Xianfeng W. (2000) Artificial Recharge for Sustainable Groundwater Development in Jinhe Water Source Field of Zaozhuang City, Shandong Province, CHINA. In: Sato K., Iwasa Y. (eds) Groundwater Updates. Springer, Tok"
Global_MAR_Inventory.55,55,POINT (112.479196 34.669067),72,Longhe,Asia,China,34.669067,112.479196,2000,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",River water,Ecological,Physical Aquifer Management,"<a href=""https://www.researchgate.net/publication/301623647_Spatial_characterization_of_the_seawater_upconing_process_in_a_coastal_Mediterranean_aquifer_Plana_de_Castellon_Spain_evolution_and_controls"" target=""_blank"">Shi, L., and J. J. Jiao. 2014. Seawa"
Global_MAR_Inventory.56,56,POINT (112.479196 34.669067),73,Luohe ASR,Asia,China,34.669067,112.479196,2000,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,no data,Maximize Natural Storage,"<a href=""http://unesdoc.unesco.org/images/0014/001492/149210e.pdf"" target=""_blank"">Sun, R., X. Liang, X. Wang, and Q. Liu. 2006. Experience of Capturing Flood Water for Artificial Recharge of Groundwater in North China. In Recharge Systems for Protecting"
Global_MAR_Inventory.57,57,POINT (121.286811 38.903652),74,Sanjianpu,Asia,China,38.903652,121.286811,2002,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",River water,Ecological,Physical Aquifer Management,"<a href=""https://www.researchgate.net/publication/301623647_Spatial_characterization_of_the_seawater_upconing_process_in_a_coastal_Mediterranean_aquifer_Plana_de_Castellon_Spain_evolution_and_controls"" target=""_blank"">Shi, L., and J. J. Jiao. 2014. Seawa"
Global_MAR_Inventory.58,58,POINT (121.452034 31.187937),75,Shanghai,Asia,China,31.187937,121.452034,2005,-9999,"Well, Shaft and Borehole Recharge",Dug Well/ Shaft/ Pit Injection,"<a href=""https://inowas.com/mar-methods/shallow-wells-shafts-and-pits-infiltration/"" target=""_blank"">Shallow well/shaft/pit infiltration</a>",Reclaimed wastewater,Ecological,Water Quality Management,"Zhang, Z., Z. Lei, Z. Zhang, N. Sugiura, X. Xu, and D. Yin. 2007. Organics Removal of Combined Wastewater through Shallow Soil Infiltration Treatment: A Field and Laboratory Study. Journal of Hazardous Materials 149 (3): 657–665. doi:10.1016/j.jhazmat."
Global_MAR_Inventory.59,59,POINT (121.523593 31.253066),76,Shanghai NO.21 cotton mill,Asia,China,31.253066,121.523593,1965,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",River water,Industrial,Maximize Natural Storage,"Wang, W., and S. Qu. 2011. Problems of Fracture-Karst Aquifer Recharge with Urban Roof Rainwater. In , 932–935. IEEE. doi:10.1109/ISWREP.2011.5893163."
Global_MAR_Inventory.60,60,POINT (114.512185 38.140566),77,Shijiazhuang,Asia,China,38.140566,114.512185,2009,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,no data,no data,"Su, X., W. Xu, and S. Du. 2014. In Situ Infiltration Test Using a Reclaimed Abandoned River Bed: Managed Aquifer Recharge in Shijiazhuang City, China. Environmental Earth Sciences 71 (12): 5017–5025. doi:10.1007/s12665-013-2893-y."
Global_MAR_Inventory.61,61,POINT (120.546267 36.11972),78,Shiren River,Asia,China,36.11972,120.546267,1994,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",River water,Agricultural,Physical Aquifer Management,"<a href=""http://www.dina-mar.es/pdf/ismar7-proceedingsbook.pdf"" target=""_blank"">Wang, W., P. Dillon, P. Liu, F. Meng, J. Vanderzalm, B. Liu, S. Qu, and X. Sun. 2012. Effectiveness of Underground Dams in Shandong Peninsula, China. In Achieving Ground Wate"
Global_MAR_Inventory.62,62,POINT (119.953193 37.369913),79,Wanghe River,Asia,China,37.369913,119.953193,2005,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",River water,Agricultural,Physical Aquifer Management,"<a href=""https://www.researchgate.net/publication/301623647_Spatial_characterization_of_the_seawater_upconing_process_in_a_coastal_Mediterranean_aquifer_Plana_de_Castellon_Spain_evolution_and_controls"" target=""_blank"">Shi, L., and J. J. Jiao. 2014. Seawa"
Global_MAR_Inventory.63,63,POINT (117.191555 39.053573),80,Wanglanzhuang,Asia,China,39.053573,117.191555,-9999,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Groundwater,Industrial,Maximize Natural Storage,"Wang, W., and S. Qu. 2011. Problems of Fracture-Karst Aquifer Recharge with Urban Roof Rainwater. In , 932–935. IEEE. doi:10.1109/ISWREP.2011.5893163."
Global_MAR_Inventory.64,64,POINT (120.655437 37.532699),81,Wangwu Reservoir,Asia,China,37.532699,120.655437,1995,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,no data,Physical Aquifer Management,"<a href=""http://unesdoc.unesco.org/images/0014/001492/149210e.pdf"" target=""_blank"">Sun, R., X. Liang, X. Wang, and Q. Liu. 2006. Experience of Capturing Flood Water for Artificial Recharge of Groundwater in North China. In Recharge Systems for Protecting"
Global_MAR_Inventory.65,65,POINT (108.92807 34.180459),82,Xi'an,Asia,China,34.180459,108.92807,-9999,-9999,"Well, Shaft and Borehole Recharge",Dug Well/ Shaft/ Pit Injection,"<a href=""https://inowas.com/mar-methods/shallow-wells-shafts-and-pits-infiltration/"" target=""_blank"">Shallow well/shaft/pit infiltration</a>",Reclaimed wastewater,Ecological,Physical Aquifer Management,"Dong, Y., P. Zhao, and W. Zhou. 2011. Effect of Artificial Aquifer Recharge on Hydraulic Conductivity Using Single Injection Well. In 2011 International Symposium on Water Resource and Environmental Protection (ISWREP 2011), Xi’an, Shaanxi Province, Ch"
Global_MAR_Inventory.66,66,POINT (113.784243 34.834083),83,Zhengzhou,Asia,China,34.834083,113.784243,2009,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",Reclaimed wastewater,Industrial,Water Quality Management,"<a href=""http://www.dina-mar.es/pdf/ismar7-proceedingsbook.pdf"" target=""_blank"">Jin, M., X. Liang, Z. Luo, and J. Bao. 2012. Integrative Technologies for Safely Managed Groundwater Recharge Using Reclaimed Water in Zhengzhou, China. In Achieving Ground W"
Global_MAR_Inventory.67,67,POINT (108.954279 34.231632),84,Chang'an University,Asia,China,34.231632,108.954279,2009,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",River water,Ecological,Physical Aquifer Management,"<a href=""http://www.wanfangdata.com.cn/details/detail.do?_type=perio&id=dixs201204004"" target=""_blank"">Su, T.-M. 2012. Six demonstration sites groundwater recharge in Xi’an (in Chinese: 西安市建成投運六處地下水回灌示範點). Groundwater,"
Global_MAR_Inventory.68,68,POINT (108.87438 34.148276),85,Northwest University,Asia,China,34.148276,108.87438,2009,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",River water,Ecological,Physical Aquifer Management,"<a href=""http://www.wanfangdata.com.cn/details/detail.do?_type=perio&id=dixs201204004"" target=""_blank"">Su, T.-M. 2012. Six demonstration sites groundwater recharge in Xi’an (in Chinese: 西安市建成投運六處地下水回灌示範點). Groundwater,"
Global_MAR_Inventory.69,69,POINT (108.815648 34.275475),86,N/A,Asia,China,34.275475,108.815648,2009,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",River water,Ecological,Physical Aquifer Management,"<a href=""http://www.wanfangdata.com.cn/details/detail.do?_type=perio&id=dixs201204004"" target=""_blank"">Su, T.-M. 2012. Six demonstration sites groundwater recharge in Xi’an (in Chinese: 西安市建成投運六處地下水回灌示範點). Groundwater,"
Global_MAR_Inventory.70,70,POINT (108.955589 34.222643),87,Xi'an Nuclear Instrument Factory,Asia,China,34.222643,108.955589,2009,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",River water,Ecological,Physical Aquifer Management,"<a href=""http://www.wanfangdata.com.cn/details/detail.do?_type=perio&id=dixs201204004"" target=""_blank"">Su, T.-M. 2012. Six demonstration sites groundwater recharge in Xi’an (in Chinese: 西安市建成投運六處地下水回灌示範點). Groundwater,"
Global_MAR_Inventory.71,71,POINT (108.993197 34.251779),88,Xi'an Engineering Technology College,Asia,China,34.251779,108.993197,2009,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",River water,Ecological,Physical Aquifer Management,"<a href=""http://www.wanfangdata.com.cn/details/detail.do?_type=perio&id=dixs201204004"" target=""_blank"">Su, T.-M. 2012. Six demonstration sites groundwater recharge in Xi’an (in Chinese: 西安市建成投運六處地下水回灌示範點). Groundwater,"
Global_MAR_Inventory.72,72,POINT (108.984051 34.226901),89,Xi'an University of Science and Technology,Asia,China,34.226901,108.984051,2009,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",River water,Ecological,Physical Aquifer Management,"<a href=""http://www.wanfangdata.com.cn/details/detail.do?_type=perio&id=dixs201204004"" target=""_blank"">Su, T.-M. 2012. Six demonstration sites groundwater recharge in Xi’an (in Chinese: 西安市建成投運六處地下水回灌示範點). Groundwater,"
Global_MAR_Inventory.73,73,POINT (115.259762 38.895246),90,"Shunping, Baoding, Hebei",Asia,China,38.895246,115.259762,2002,-9999,Spreading Methods,Ditch and Furrow,"<a href=""https://inowas.com/mar-methods/ditches-and-furrows/"" target=""_blank"">Ditches and furrows</a>",Lake water,no data,Physical Aquifer Management,"Jia, Z.-J., and R.-W. Li. 2012. Hydrogeology Condition Analyses on Ground Water Recharge of Yimuquan source in Baoding City (in Chinese: 保定市一亩泉地下水回灌水文地质条件分析). Water Sciences and Engineering Technology 4: 27–29."
